ID,Name,Equipment,BodyPart,Target,Synergist,URL,Img
1783,Standing Chest Stretch (with Training Wall Bars),Body weight,Chest,,,https://www.gymvisual.com/illustrations/3821-standing-chest-stretch-with-training-wall-bars.html,https://www.gymvisual.com/7648-large_default/standing-chest-stretch-with-training-wall-bars.jpg
1784,Assisted Pulling Backs Chest Stretch,Assisted,Chest,,,https://www.gymvisual.com/illustrations/3873-assisted-pulling-backs-chest-stretch.html,https://www.gymvisual.com/7801-large_default/assisted-pulling-backs-chest-stretch.jpg
1785,Kneeling Chest Stretch,Body weight,Chest,,,https://www.gymvisual.com/illustrations/3874-kneeling-chest-stretch.html,https://www.gymvisual.com/7804-large_default/kneeling-chest-stretch.jpg
1786,Assisted Trunk Flex Chest Stretch,Assisted,Chest,,,https://www.gymvisual.com/illustrations/3875-assisted-trunk-flex-chest-stretch.html,https://www.gymvisual.com/7807-large_default/assisted-trunk-flex-chest-stretch.jpg
1787,Straight Arms Backward Chest Stretch,Body weight,Chest,,,https://www.gymvisual.com/illustrations/3876-straight-arms-backward-chest-stretch.html,https://www.gymvisual.com/7810-large_default/straight-arms-backward-chest-stretch.jpg
1788,Over Head Straight Arm Stretch,Body weight,Chest,,,https://www.gymvisual.com/illustrations/3877-over-head-straight-arm-stretch.html,https://www.gymvisual.com/7813-large_default/over-head-straight-arm-stretch.jpg
1789,Assisted Straight Arms Lying Stretch,Assisted,Chest,,,https://www.gymvisual.com/illustrations/3878-assisted-straight-arms-lying-stretch.html,https://www.gymvisual.com/7816-large_default/assisted-straight-arms-lying-stretch.jpg
1790,Assisted Pulling Arms in Prone Position Chest Stretch,Body weight,Chest,,,https://www.gymvisual.com/illustrations/3879-assisted-pulling-arms-in-prone-position-chest-stretch.html,https://www.gymvisual.com/7819-large_default/assisted-pulling-arms-in-prone-position-chest-stretch.jpg
1791,Trap and Neck Stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3880-trap-and-neck-stretch.html,https://www.gymvisual.com/7822-large_default/trap-and-neck-stretch.jpg
1792,Wrap around shoulder stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3881-wrap-around-shoulder-stretch.html,https://www.gymvisual.com/7825-large_default/wrap-around-shoulder-stretch.jpg
1793,Cross over shoulder stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3882-cross-over-shoulder-stretch.html,https://www.gymvisual.com/7828-large_default/cross-over-shoulder-stretch.jpg
1794,Reach forward upper back stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3883-reach-forward-upper-back-stretch.html,https://www.gymvisual.com/7831-large_default/reach-forward-upper-back-stretch.jpg
1795,Reaching upper back stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3884-reaching-upper-back-stretch.html,https://www.gymvisual.com/7834-large_default/reaching-upper-back-stretch.jpg
1796,Standing reach up back rotation stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3885-standing-reach-up-back-rotation-stretch.html,https://www.gymvisual.com/7837-large_default/standing-reach-up-back-rotation-stretch.jpg
1797,Reach up back stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3886-reach-up-back-stretch.html,https://www.gymvisual.com/7840-large_default/reach-up-back-stretch.jpg
1798,Lying whole body stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3822-lying-whole-body-stretch.html,https://www.gymvisual.com/7651-large_default/lying-whole-body-stretch.jpg
1799,Two handed hang back stretch (with Training Wall Bars),Body weight,Back,,,https://www.gymvisual.com/illustrations/3887-two-handed-hang-back-stretch-with-training-wall-bars.html,https://www.gymvisual.com/7843-large_default/two-handed-hang-back-stretch-with-training-wall-bars.jpg
1800,Cable Suspension Back Stretch,Cable,Back,,,https://www.gymvisual.com/illustrations/3888-cable-suspension-back-stretch.html,https://www.gymvisual.com/7846-large_default/cable-suspension-back-stretch.jpg
1801,One arm Lat Stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3889-one-arm-lat-stretch.html,https://www.gymvisual.com/7849-large_default/one-arm-lat-stretch.jpg
1802,Side Lat Stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3890-side-lat-stretch.html,https://www.gymvisual.com/7852-large_default/side-lat-stretch.jpg
1803,Sitting Lower Trunk Extensor Stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3823-sitting-lower-trunk-extensor-stretch.html,https://www.gymvisual.com/7654-large_default/sitting-lower-trunk-extensor-stretch.jpg
1804,Seated Lower Trunk Extensor Lateral Flexor Stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3891-seated-lower-trunk-extensor-lateral-flexor-stretch.html,https://www.gymvisual.com/7855-large_default/seated-lower-trunk-extensor-lateral-flexor-stretch.jpg
1805,Sitting Bent Over Back Stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3892-sitting-bent-over-back-stretch.html,https://www.gymvisual.com/12962-large_default/sitting-bent-over-back-stretch.jpg
1806,Sitting Side Reach Stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3893-sitting-side-reach-stretch.html,https://www.gymvisual.com/7861-large_default/sitting-side-reach-stretch.jpg
1807,Sitting Crossed Legged Reach Forward Stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3894-sitting-crossed-legged-reach-forward-stretch.html,https://www.gymvisual.com/7864-large_default/sitting-crossed-legged-reach-forward-stretch.jpg
1808,Reclining Lower Trunk Extensor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3895-reclining-lower-trunk-extensor-stretch.html,https://www.gymvisual.com/7867-large_default/reclining-lower-trunk-extensor-stretch.jpg
1809,Sitting Feet Together Reach Forward Stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3896-sitting-feet-together-reach-forward-stretch.html,https://www.gymvisual.com/7870-large_default/sitting-feet-together-reach-forward-stretch.jpg
1810,Lying Knee To Chest Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3897-lying-knee-to-chest-stretch.html,https://www.gymvisual.com/7873-large_default/lying-knee-to-chest-stretch.jpg
1811,Standing Knee To Chest Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3898-standing-knee-to-chest-stretch.html,https://www.gymvisual.com/7876-large_default/standing-knee-to-chest-stretch.jpg
1812,Kneeling Back Rotation Stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3899-kneeling-back-rotation-stretch.html,https://www.gymvisual.com/10099-large_default/kneeling-back-rotation-stretch.jpg
1813,Standing Back Rotation Stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3900-standing-back-rotation-stretch.html,https://www.gymvisual.com/7882-large_default/standing-back-rotation-stretch.jpg
1814,Elbow Flexor Stretch,Body weight,Upper Arms,,,https://www.gymvisual.com/illustrations/3901-elbow-flexor-stretch.html,https://www.gymvisual.com/7885-large_default/elbow-flexor-stretch.jpg
1815,Forearm Pronator Stretch,Body weight,Forearms,,,https://www.gymvisual.com/illustrations/3902-forearm-pronator-stretch.html,https://www.gymvisual.com/7888-large_default/forearm-pronator-stretch.jpg
1816,Extension Of Arms In Vertical Stretch,Body weight,Upper Arms,,,https://www.gymvisual.com/illustrations/3824-extension-of-arms-in-vertical-stretch.html,https://www.gymvisual.com/7657-large_default/extension-of-arms-in-vertical-stretch.jpg
1817,Arms Stretch On A Support,Body weight,Upper Arms,,,https://www.gymvisual.com/illustrations/3903-arms-stretch-on-a-support.html,https://www.gymvisual.com/7891-large_default/arms-stretch-on-a-support.jpg
1818,Supination Bar Suspension Stretch,Body weight,Upper Arms,,,https://www.gymvisual.com/illustrations/3904-supination-bar-suspension-stretch.html,https://www.gymvisual.com/7894-large_default/supination-bar-suspension-stretch.jpg
1819,Suspension In Pulley Machine In Supination Stretch,Cable,Upper Arms,,,https://www.gymvisual.com/illustrations/3905-suspension-in-pulley-machine-in-supination-stretch.html,https://www.gymvisual.com/7897-large_default/suspension-in-pulley-machine-in-supination-stretch.jpg
1820,Ez Bar Preacher Arms Stretch,EZ Barbell,Upper Arms,,,https://www.gymvisual.com/illustrations/3906-ez-bar-preacher-arms-stretch.html,https://www.gymvisual.com/7900-large_default/ez-bar-preacher-arms-stretch.jpg
1821,Elbow Extension And Supination - Pronation Forearm Stretch,Body weight,Upper Arms,,,https://www.gymvisual.com/illustrations/3907-elbow-extension-and-supination-pronation-forearm-stretch.html,https://www.gymvisual.com/7903-large_default/elbow-extension-and-supination-pronation-forearm-stretch.jpg
1822,Wrist Ulnar Deviator And Extensor Stretch,Body weight,Forearms,,,https://www.gymvisual.com/illustrations/3908-wrist-ulnar-deviator-and-extensor-stretch.html,https://www.gymvisual.com/7906-large_default/wrist-ulnar-deviator-and-extensor-stretch.jpg
1823,Wrist Radial Deviator And Extensor Stretch,Body weight,Forearms,,,https://www.gymvisual.com/illustrations/3909-wrist-radial-deviator-and-extensor-stretch.html,https://www.gymvisual.com/7909-large_default/wrist-radial-deviator-and-extensor-stretch.jpg
1824,Wrist Radial Deviator And Flexor Stretch,Body weight,Forearms,,,https://www.gymvisual.com/illustrations/3910-wrist-radial-deviator-and-flexor-stretch.html,https://www.gymvisual.com/7912-large_default/wrist-radial-deviator-and-flexor-stretch.jpg
1825,Wrist Ulnar Deviator And Flexor Stretch,Body weight,Forearms,,,https://www.gymvisual.com/illustrations/3911-wrist-ulnar-deviator-and-flexor-stretch.html,https://www.gymvisual.com/7915-large_default/wrist-ulnar-deviator-and-flexor-stretch.jpg
1826,Finger Flexor Stretch,Body weight,Forearms,,,https://www.gymvisual.com/illustrations/3912-finger-flexor-stretch.html,https://www.gymvisual.com/7918-large_default/finger-flexor-stretch.jpg
1827,Finger Extensor Stretch,Body weight,Forearms,,,https://www.gymvisual.com/illustrations/3913-finger-extensor-stretch.html,https://www.gymvisual.com/7921-large_default/finger-extensor-stretch.jpg
1828,Reaching Down Triceps Stretch,Body weight,Upper Arms,,,https://www.gymvisual.com/illustrations/3914-reaching-down-triceps-stretch.html,https://www.gymvisual.com/7924-large_default/reaching-down-triceps-stretch.jpg
1829,Triceps Stretch Against Wall,Body weight,Upper Arms,,,https://www.gymvisual.com/illustrations/3915-triceps-stretch-against-wall.html,https://www.gymvisual.com/7927-large_default/triceps-stretch-against-wall.jpg
1830,Elbow Extensor Anconeus Stretch,Body weight,Upper Arms,,,https://www.gymvisual.com/illustrations/3916-elbow-extensor-anconeus-stretch.html,https://www.gymvisual.com/7930-large_default/elbow-extensor-anconeus-stretch.jpg
1831,Rotating Neck Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3825-rotating-neck-stretch.html,https://www.gymvisual.com/7660-large_default/rotating-neck-stretch.jpg
1832,Diagonal Flexion Neck Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3917-diagonal-flexion-neck-stretch.html,https://www.gymvisual.com/7933-large_default/diagonal-flexion-neck-stretch.jpg
1833,Neck Extension Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3826-neck-extension-stretch.html,https://www.gymvisual.com/7663-large_default/neck-extension-stretch.jpg
1834,Neck Protraction Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3918-neck-protraction-stretch.html,https://www.gymvisual.com/7936-large_default/neck-protraction-stretch.jpg
1835,Sitting Neck Flexion Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3919-sitting-neck-flexion-stretch.html,https://www.gymvisual.com/7939-large_default/sitting-neck-flexion-stretch.jpg
1836,Forward Flexion Neck Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3827-forward-flexion-neck-stretch.html,https://www.gymvisual.com/7666-large_default/forward-flexion-neck-stretch.jpg
1837,Neck Extensor Stretch,Body weight,Back,,,https://www.gymvisual.com/illustrations/3920-neck-extensor-stretch.html,https://www.gymvisual.com/7942-large_default/neck-extensor-stretch.jpg
1838,Neck Extensor And Rotational Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3921-neck-extensor-and-rotational-stretch.html,https://www.gymvisual.com/7945-large_default/neck-extensor-and-rotational-stretch.jpg
1839,Neck Flexor Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3922-neck-flexor-stretch.html,https://www.gymvisual.com/7948-large_default/neck-flexor-stretch.jpg
1840,Neck Flexor And Rotational Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3923-neck-flexor-and-rotational-stretch.html,https://www.gymvisual.com/7951-large_default/neck-flexor-and-rotational-stretch.jpg
1841,Lying Neck Extensor Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3924-lying-neck-extensor-stretch.html,https://www.gymvisual.com/7954-large_default/lying-neck-extensor-stretch.jpg
1842,Lying Neck Extension Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3925-lying-neck-extension-stretch.html,https://www.gymvisual.com/7957-large_default/lying-neck-extension-stretch.jpg
1843,Assisted Rotating Neck Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3926-assisted-rotating-neck-stretch.html,https://www.gymvisual.com/7960-large_default/assisted-rotating-neck-stretch.jpg
1844,Extension And Inclination Neck Stretch,Body weight,Neck,,,https://www.gymvisual.com/illustrations/3927-extension-and-inclination-neck-stretch.html,https://www.gymvisual.com/7963-large_default/extension-and-inclination-neck-stretch.jpg
1845,Decline Bent Leg Reverse Crunch,Body weight,Waist,,,https://www.gymvisual.com/illustrations/3818-decline-bent-leg-reverse-crunch.html,https://www.gymvisual.com/7643-large_default/decline-bent-leg-reverse-crunch.jpg
1846,Band Warm-up Shoulder Stretch,Band,Chest,,,https://www.gymvisual.com/illustrations/3828-band-warm-up-shoulder-stretch.html,https://www.gymvisual.com/7669-large_default/band-warm-up-shoulder-stretch.jpg
1847,Hip Circles Stretch,Body weight,Hips,"Adductor Brevis, Adductor Longus, Adductor Magnus, Gluteus Medius, Gracilis, Pectineous, Tensor Fasciae Latae",,https://www.gymvisual.com/illustrations/3829-hip-circles-stretch.html,https://www.gymvisual.com/7672-large_default/hip-circles-stretch.jpg
1848,Calves Stretch Static Position,Body weight,Calves,,,https://www.gymvisual.com/illustrations/3830-calves-stretch-static-position.html,https://www.gymvisual.com/7675-large_default/calves-stretch-static-position.jpg
1849,Wrist Extensor Stretch,Body weight,Forearms,,,https://www.gymvisual.com/illustrations/3831-wrist-extensor-stretch.html,https://www.gymvisual.com/7678-large_default/wrist-extensor-stretch.jpg
1850,Wrist Flexor Stretch,Body weight,Forearms,,,https://www.gymvisual.com/illustrations/3832-wrist-flexor-stretch.html,https://www.gymvisual.com/7681-large_default/wrist-flexor-stretch.jpg
1851,Incline Push Press,Body weight,Chest,Pectoralis Major Sternal Head,"Deltoid Anterior, Pectoralis Major Clavicular Head, Triceps Brachii",https://www.gymvisual.com/illustrations/3833-incline-push-press.html,https://www.gymvisual.com/7684-large_default/incline-push-press.jpg
1852,Leg Raise Hip Lift,Body weight,Waist,"Iliopsoas, Rectus Abdominis","Adductor Brevis, Adductor Longus, Adductor Magnus, Obliques, Pectineous, Quadriceps, Sartorius, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/3836-leg-raise-hip-lift.html,https://www.gymvisual.com/7689-large_default/leg-raise-hip-lift.jpg
1853,Hip Lift - Low Back Off Floor,Body weight,Waist,,,https://www.gymvisual.com/illustrations/3837-hip-lift-low-back-off-floor.html,https://www.gymvisual.com/7692-large_default/hip-lift-low-back-off-floor.jpg
1854,Leg Raise Slightly Bent Knee,Body weight,Waist,,,https://www.gymvisual.com/illustrations/3838-leg-raise-slightly-bent-knee.html,https://www.gymvisual.com/7695-large_default/leg-raise-slightly-bent-knee.jpg
1855,Leg Raise Hip Lift with Head up,Body weight,Waist,,,https://www.gymvisual.com/illustrations/3839-leg-raise-hip-lift-with-head-up.html,https://www.gymvisual.com/7698-large_default/leg-raise-hip-lift-with-head-up.jpg
1856,Lever Lying Leg Raise Bent Knee,Leverage machine,Waist,,,https://www.gymvisual.com/illustrations/3843-lever-lying-leg-raise-bent-knee.html,https://www.gymvisual.com/7706-large_default/lever-lying-leg-raise-bent-knee.jpg
1857,Lever Total Abdominal Crunch,Leverage machine,Waist,,,https://www.gymvisual.com/illustrations/3845-lever-total-abdominal-crunch.html,https://www.gymvisual.com/7709-large_default/lever-total-abdominal-crunch.jpg
1858,Lever Decline Sit-up,Leverage machine,Waist,,,https://www.gymvisual.com/illustrations/3846-lever-decline-sit-up.html,https://www.gymvisual.com/7710-large_default/lever-decline-sit-up.jpg
1859,Cable Kneeling Triceps Extension (VERSION 2),Cable,Upper Arms,,,https://www.gymvisual.com/illustrations/3847-cable-kneeling-triceps-extension-version-2.html,https://www.gymvisual.com/7711-large_default/cable-kneeling-triceps-extension-version-2.jpg
1860,Hyperextension (VERSION 2),Body weight,Hips,Erector Spinae,"Gluteus Maximus, Hamstrings",https://www.gymvisual.com/illustrations/3848-hyperextension-version-2.html,https://www.gymvisual.com/7712-large_default/hyperextension-version-2.jpg
1861,Cable Curl with Multipurpose V bar,Cable,Forearms,,,https://www.gymvisual.com/illustrations/3849-cable-curl-with-multipurpose-v-bar.html,https://www.gymvisual.com/7713-large_default/cable-curl-with-multipurpose-v-bar.jpg
1862,Lever Cable Shoulder Press,Leverage machine,Shoulders,,,https://www.gymvisual.com/illustrations/3850-lever-cable-shoulder-press.html,https://www.gymvisual.com/7714-large_default/lever-cable-shoulder-press.jpg
1863,Lever Cable Rear Pulldown,Leverage machine,Back,,,https://www.gymvisual.com/illustrations/3852-lever-cable-rear-pulldown.html,https://www.gymvisual.com/7715-large_default/lever-cable-rear-pulldown.jpg
1864,Extra Decline Sit-up,Body weight,Waist,,,https://www.gymvisual.com/illustrations/3853-extra-decline-sit-up.html,https://www.gymvisual.com/7716-large_default/extra-decline-sit-up.jpg
1865,Hammer Grip Pull-up on Dip Cage,Body weight,Back,,,https://www.gymvisual.com/illustrations/3851-hammer-grip-pull-up-on-dip-cage.html,https://www.gymvisual.com/7717-large_default/hammer-grip-pull-up-on-dip-cage.jpg
1866,Wide Grip Pull-Up on Dip Cage,Body weight,Back,,,https://www.gymvisual.com/illustrations/3854-wide-grip-pull-up-on-dip-cage.html,https://www.gymvisual.com/7718-large_default/wide-grip-pull-up-on-dip-cage.jpg
1867,Lever Seated Hip Adduction (VERSION 2),Leverage machine,Hips,,,https://www.gymvisual.com/illustrations/3855-lever-seated-hip-adduction-version-2.html,https://www.gymvisual.com/7719-large_default/lever-seated-hip-adduction-version-2.jpg
1868,Barbell Low Bar Squat with Rack,Barbell,Thighs,,,https://www.gymvisual.com/illustrations/3856-barbell-low-bar-squat-with-rack.html,https://www.gymvisual.com/7720-large_default/barbell-low-bar-squat-with-rack.jpg
1869,Lever Seated Hip Abduction (VERSION 2),Leverage machine,Hips,,,https://www.gymvisual.com/illustrations/3857-lever-seated-hip-abduction-version-2.html,https://www.gymvisual.com/7721-large_default/lever-seated-hip-abduction-version-2.jpg
1870,Lever Lateral Pulldown (plate loaded),Leverage machine,Back,,,https://www.gymvisual.com/illustrations/3858-lever-lateral-pulldown-plate-loaded.html,https://www.gymvisual.com/7722-large_default/lever-lateral-pulldown-plate-loaded.jpg
1871,Lever Triceps Dip (plate loaded),Leverage machine,Upper Arms,,,https://www.gymvisual.com/illustrations/3859-lever-triceps-dip-plate-loaded.html,https://www.gymvisual.com/7723-large_default/lever-triceps-dip-plate-loaded.jpg
1872,Lever Preacher Curl (plate loaded),Leverage machine,Upper Arms,,,https://www.gymvisual.com/illustrations/3860-lever-preacher-curl-plate-loaded.html,https://www.gymvisual.com/7724-large_default/lever-preacher-curl-plate-loaded.jpg
1873,Lever Leg Extension (plate loaded),Leverage machine,Thighs,,,https://www.gymvisual.com/illustrations/3861-lever-leg-extension-plate-loaded.html,https://www.gymvisual.com/7725-large_default/lever-leg-extension-plate-loaded.jpg
1874,Lever Alternate Leg Extension (plate loaded),Leverage machine,Thighs,,,https://www.gymvisual.com/illustrations/3862-lever-alternate-leg-extension-plate-loaded.html,https://www.gymvisual.com/7726-large_default/lever-alternate-leg-extension-plate-loaded.jpg
1875,Lever Squat (plate loaded),Leverage machine,Thighs,,,https://www.gymvisual.com/illustrations/3863-lever-squat-plate-loaded.html,https://www.gymvisual.com/7727-large_default/lever-squat-plate-loaded.jpg
1876,Lever Lateral Raise (plate loaded),Leverage machine,Shoulders,,,https://www.gymvisual.com/illustrations/3864-lever-lateral-raise-plate-loaded.html,https://www.gymvisual.com/7728-large_default/lever-lateral-raise-plate-loaded.jpg
1877,Standing Hip Out Adductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3928-standing-hip-out-adductor-stretch.html,https://www.gymvisual.com/7966-large_default/standing-hip-out-adductor-stretch.jpg
1878,Standing Leg Cross Abductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3929-standing-leg-cross-abductor-stretch.html,https://www.gymvisual.com/7969-large_default/standing-leg-cross-abductor-stretch.jpg
1879,Standing Leg Resting Hip Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3930-standing-leg-resting-hip-stretch.html,https://www.gymvisual.com/7972-large_default/standing-leg-resting-hip-stretch.jpg
1880,Leaning Abductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3931-leaning-abductor-stretch.html,https://www.gymvisual.com/7975-large_default/leaning-abductor-stretch.jpg
1881,Standing Leg Under Abductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3932-standing-leg-under-abductor-stretch.html,https://www.gymvisual.com/7978-large_default/standing-leg-under-abductor-stretch.jpg
1882,Lying Abductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3933-lying-abductor-stretch.html,https://www.gymvisual.com/7981-large_default/lying-abductor-stretch.jpg
1883,Exercise Ball Lying Abductor Stretch,Stability ball,Hips,,,https://www.gymvisual.com/illustrations/3934-exercise-ball-lying-abductor-stretch.html,https://www.gymvisual.com/7984-large_default/exercise-ball-lying-abductor-stretch.jpg
1884,Lying Leg Hang Abductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3935-lying-leg-hang-abductor-stretch.html,https://www.gymvisual.com/7987-large_default/lying-leg-hang-abductor-stretch.jpg
1885,Standing Toe Up Achilles Stretch,Body weight,Calves,,,https://www.gymvisual.com/illustrations/3936-standing-toe-up-achilles-stretch.html,https://www.gymvisual.com/7990-large_default/standing-toe-up-achilles-stretch.jpg
1886,Single Heel Drop Achilles Stretch,Body weight,Calves,,,https://www.gymvisual.com/illustrations/3937-single-heel-drop-achilles-stretch.html,https://www.gymvisual.com/7993-large_default/single-heel-drop-achilles-stretch.jpg
1887,Standing Heel Back Achilles Stretch,Body weight,Calves,,,https://www.gymvisual.com/illustrations/3938-standing-heel-back-achilles-stretch.html,https://www.gymvisual.com/7996-large_default/standing-heel-back-achilles-stretch.jpg
1888,Standing Achilles Stretch,Body weight,Calves,,,https://www.gymvisual.com/illustrations/3939-standing-achilles-stretch.html,https://www.gymvisual.com/7999-large_default/standing-achilles-stretch.jpg
1889,Sitting Toe Pull Achilles Stretch,Body weight,Calves,,,https://www.gymvisual.com/illustrations/3940-sitting-toe-pull-achilles-stretch.html,https://www.gymvisual.com/8002-large_default/sitting-toe-pull-achilles-stretch.jpg
1890,Crouching Heel Back Achilles Stretch,Body weight,Calves,,,https://www.gymvisual.com/illustrations/3941-crouching-heel-back-achilles-stretch.html,https://www.gymvisual.com/8005-large_default/crouching-heel-back-achilles-stretch.jpg
1891,Toe Squat Stretch,Body weight,Calves,,,https://www.gymvisual.com/illustrations/3942-toe-squat-stretch.html,https://www.gymvisual.com/8008-large_default/toe-squat-stretch.jpg
1892,Kneeling Heel Down Achilles Stretch,Body weight,Calves,,,https://www.gymvisual.com/illustrations/3943-kneeling-heel-down-achilles-stretch.html,https://www.gymvisual.com/8011-large_default/kneeling-heel-down-achilles-stretch.jpg
1893,Squatting Achilles Stretch,Body weight,Calves,,,https://www.gymvisual.com/illustrations/3944-squatting-achilles-stretch.html,https://www.gymvisual.com/8014-large_default/squatting-achilles-stretch.jpg
1894,Standing Wide Knees Adductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3945-standing-wide-knees-adductor-stretch.html,https://www.gymvisual.com/8017-large_default/standing-wide-knees-adductor-stretch.jpg
1895,Standing Rotational Hip Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3946-standing-rotational-hip-stretch.html,https://www.gymvisual.com/8020-large_default/standing-rotational-hip-stretch.jpg
1896,Standing Raised Leg Hip Adductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3947-standing-raised-leg-hip-adductor-stretch.html,https://www.gymvisual.com/8023-large_default/standing-raised-leg-hip-adductor-stretch.jpg
1897,Standing Leg Up Adductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3948-standing-leg-up-adductor-stretch.html,https://www.gymvisual.com/8026-large_default/standing-leg-up-adductor-stretch.jpg
1898,Kneeling Leg Out Adductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3949-kneeling-leg-out-adductor-stretch.html,https://www.gymvisual.com/8029-large_default/kneeling-leg-out-adductor-stretch.jpg
1899,Side Lunge Adductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3950-side-lunge-adductor-stretch.html,https://www.gymvisual.com/8032-large_default/side-lunge-adductor-stretch.jpg
1900,Standing Bent Knee Hip Adductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3951-standing-bent-knee-hip-adductor-stretch.html,https://www.gymvisual.com/8035-large_default/standing-bent-knee-hip-adductor-stretch.jpg
1901,Kneeling Face Down Adductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3953-kneeling-face-down-adductor-stretch.html,https://www.gymvisual.com/8041-large_default/kneeling-face-down-adductor-stretch.jpg
1902,Sitting Wide Leg Adductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3954-sitting-wide-leg-adductor-stretch.html,https://www.gymvisual.com/8044-large_default/sitting-wide-leg-adductor-stretch.jpg
1903,Hip Abduction With Flexion In Front Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3955-hip-abduction-with-flexion-in-front-stretch.html,https://www.gymvisual.com/8047-large_default/hip-abduction-with-flexion-in-front-stretch.jpg
1904,Standing Wide Leg Adductor Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3956-standing-wide-leg-adductor-stretch.html,https://www.gymvisual.com/8050-large_default/standing-wide-leg-adductor-stretch.jpg
1905,Lying Leaning Against The Wall Stretch,Body weight,Hips,,,https://www.gymvisual.com/illustrations/3957-lying-leaning-against-the-wall-stretch.html,https://www.gymvisual.com/8053-large_default/lying-leaning-against-the-wall-stretch.jpg
1906,Abduction Of One Leg Flexion Stretch,Body weight,Thighs,,,https://www.gymvisual.com/illustrations/3959-abduction-of-one-leg-flexion-stretch.html,https://www.gymvisual.com/8056-large_default/abduction-of-one-leg-flexion-stretch.jpg
1907,Assisted Lying Adductors Stretch,Assisted,Hips,,,https://www.gymvisual.com/illustrations/3961-assisted-lying-adductors-stretch.html,https://www.gymvisual.com/8059-large_default/assisted-lying-adductors-stretch.jpg
1908,Standing Toe Down Hamstring Stretch,Body weight,Thighs,,,https://www.gymvisual.com/illustrations/3962-standing-toe-down-hamstring-stretch.html,https://www.gymvisual.com/8062-large_default/standing-toe-down-hamstring-stretch.jpg
1909,Standing Toe Up Hamstring Stretch,Body weight,Thighs,,,https://www.gymvisual.com/illustrations/3963-standing-toe-up-hamstring-stretch.html,https://www.gymvisual.com/8065-large_default/standing-toe-up-hamstring-stretch.jpg
1910,Standing Leg Up Hamstring Stretch,Body weight,Thighs,,,https://www.gymvisual.com/illustrations/3964-standing-leg-up-hamstring-stretch.html,https://www.gymvisual.com/8068-large_default/standing-leg-up-hamstring-stretch.jpg
